"bec","site","block","plot","treat1","treat2","yr_surv","yrs_pb","yr","pft1","pft2","pft3","pft4","pft5","pft6","pft7","pft8"
"ich","Walker Creek",3,"04V2","CC","FB",2008,22,20,1,15,0,0,0,0,53,20
"ich","Walker Creek",3,"05F1","CC","FB",2008,22,20,10,162,0,0,0,0,25,0
"ich","Walker Creek",3,"05F2","CC","FB",2008,22,20,0,94,0,0,0,0,7,0
"ich","Walker Creek",3,"05V1","CC","FB",2008,22,20,0,176.1,0,0,0,0,0.5,60
"ich","Walker Creek",3,"06V1","CC","FB",2008,22,20,0,190.5,0,60,0,0,15,0
"ich","Walker Creek",3,"07F1","CC","FB",2008,22,20,70,161.6,0,0,0,0,7,1
"ich","Walker Creek",3,"07V1","CC","FB",2008,22,20,75,115.1,0,80,0,0,0,0
"ich","Walker Creek",3,"07V2","CC","FB",2008,22,20,25,190,2,115,0,0,40,0
"ich","Walker Creek",3,"08V1","CC","FB",2008,22,20,55,127.4,0,15,0,0,2,0
"ich","Walker Creek",3,"08V2","CC","FB",2008,22,20,90,27,1,0,0,0,0,41
"ich","Walker Creek",3,"09V1","CC","FB",2008,22,20,0,100,5,0,0,0,0,85
"ich","Walker Creek",3,"10F1","CC","FB",2008,22,20,20,146.7,0,0,0,0,0.5,0
"ich","Walker Creek",3,"10F2","CC","FB",2008,22,20,0,208,0,0,0,0.5,20,5
"ich","Walker Creek",3,"10V1","CC","FB",2008,22,20,30,99.1,3,0,0,0,0,0
"ich","Walker Creek",3,"11F1","CC","FB",2008,22,20,2,140.6,0,65,0,0,5,0
"ich","Walker Creek",3,"11V2","CC","FB",2008,22,20,40,199.1,1,0,0,0,1,0.1
"ich","Walker Creek",4,"01V1","CC","FB",2008,22,20,95,101,0,0,0,0,27,0
"ich","Walker Creek",4,"02F1","CC","FB",2008,22,20,40,141.5,0,0,0,0,17,30
"ich","Walker Creek",4,"02F2","CC","FB",2008,22,20,0.5,177.1,0,0,0,0,0.1,0
"ich","Walker Creek",4,"03V1","CC","FB",2008,22,20,75,39,0,15,0,0,20.5,0
"ich","Walker Creek",4,"03V2","CC","FB",2008,22,20,25,175.1,0.1,0,0,2,15.1,0
"ich","Walker Creek",4,"04F1","CC","FB",2008,22,20,0.5,138,0,5,0,0,0,0
"ich","Walker Creek",4,"04V2","CC","FB",2008,22,20,3,108,0,0,0,0,0,0.5
"ich","Walker Creek",4,"05F1","CC","FB",2008,22,20,75,118,0,0,0,0,3,0
"ich","Walker Creek",4,"05V1","CC","FB",2008,22,20,80,75,0,30,0,0,15,3
"ich","Walker Creek",4,"05V2","CC","FB",2008,22,20,15,221.4,0,0,0,0,10,0
"ich","Walker Creek",4,"06V1","CC","FB",2008,22,20,15,278.5,0,0,0,0,0.2,0
"ich","Walker Creek",4,"06V2","CC","FB",2008,22,20,90,140.1,0,0,0,0,10,0.1
"ich","Walker Creek",4,"07F1","CC","FB",2008,22,20,60,206.1,0,0,0,0.1,0.5,0
"ich","Walker Creek",4,"07F2","CC","FB",2008,22,20,15,216,0,0,0,0,15,0
"ich","Walker Creek",4,"07V1","CC","FB",2008,22,20,60,144.2,75,0,0,0,0,0
"ich","Walker Creek",4,"08F1","CC","FB",2008,22,20,0,209.5,0,50,0,0,0.2,0
"ich","Walker Creek",4,"08F2","CC","FB",2008,22,20,25,87.7,0.6,60,0,2.1,25.6,20
"ich","Walker Creek",4,"08V1","CC","FB",2008,22,20,40,130,1,0,0,0,12.5,22
"ich","Walker Creek",4,"09F1","CC","FB",2008,22,20,95,120,0,10,0,0,5.5,0
"ich","Walker Creek",4,"09V1","CC","FB",2008,22,20,0,208.1,1,2,0,0,0,0
"ich","Walker Creek",4,"09V3","CC","FB",2008,22,20,75,156,0,0,0,0,1,0
"ich","Walker Creek",4,"10F1","CC","FB",2008,22,20,75,82.2,0,75,0,0,2,0
"ich","Walker Creek",4,"11F1","CC","FB",2008,22,20,10,70,0,70,0,0,0,0
"ich","Walker Creek",4,"11V1","CC","FB",2008,22,20,99,45.5,0.5,0,0,0,0,0
"ich","Walker Creek",4,"11V2","CC","FB",2008,22,20,70,147,0,50,0,0,0,0
"ich","Walker Creek",5,"01V1","CC","FB",2007,21,20,55,75,20,0,0,0,10,0
"ich","Walker Creek",5,"01V2","CC","FB",2007,21,20,10,138,0,0,0,0,0,0
"ich","Walker Creek",5,"01V3","CC","FB",2007,21,20,30,98,0,0,0,0,17,35
"ich","Walker Creek",5,"01V4","CC","FB",2007,21,20,65,86,0,0,0,0,5,60
"ich","Walker Creek",5,"02V1","CC","FB",2007,21,20,50,135,0,0,0,0,15,40
"ich","Walker Creek",5,"03F1","CC","FB",2007,21,20,50,96,0,0,0,0,8,95
"ich","Walker Creek",5,"03F2","CC","FB",2007,21,20,30,175,0,0,0,0,0,50
"ich","Walker Creek",5,"03V1","CC","FB",2007,21,20,5,157,0,10,0,0,20,25
"ich","Walker Creek",5,"04F1","CC","FB",2007,21,20,50,184,0,0,0,0,15,40
"ich","Walker Creek",5,"04F2","CC","FB",2007,21,20,75,215,0,0,0,0,10,0
"ich","Walker Creek",5,"05F1","CC","FB",2007,21,20,47,75,0,0,0,0,8,65
"ich","Walker Creek",5,"05V1","CC","FB",2007,21,20,20,89,0,20,0,0,14,40
"ich","Walker Creek",5,"05V2","CC","FB",2007,21,20,50,154,0,0,0,0,10,0
"ich","Walker Creek",5,"06F1","CC","FB",2007,21,20,0,126,0,0,0,0,20,40
"ich","Walker Creek",5,"06F2","CC","FB",2007,21,20,17,149,12,30,0,0,41,3
"ich","Walker Creek",5,"07V1","CC","FB",2007,21,20,0,119,0,0,0,0,10,0
"ich","Walker Creek",5,"07V2","CC","FB",2007,21,20,20,87,0,0,0,0,30,0
"ich","Walker Creek",5,"08F1","CC","FB",2007,21,20,0,179,5,0,0,0,21,5
"ich","Walker Creek",5,"08F2","CC","FB",2007,21,20,0,140,7,0,0,0,27,50
"ich","Walker Creek",5,"09F1","CC","FB",2007,21,20,15,132,0,0,0,0,20,0
"ich","Walker Creek",5,"09V1","CC","FB",2007,21,20,15,137,0,0,0,0,2,0
"ich","Walker Creek",5,"10V2","CC","FB",2007,21,20,40,109,0,0,0,0,32,80
"ich","Walker Creek",5,"10V3","CC","FB",2007,21,20,20,101,0,0,0,0,42,22
"ich","Walker Creek",5,"11V1","CC","FB",2007,21,20,85,192,10,0,0,0,7,0
"ich","Walker Creek",5,"11V2","CC","FB",2007,21,20,10,189,12,0,0,0,47,7
"ich","Walker Creek",5,"11V3","CC","FB",2007,21,20,40,176,0,15,0,0,23,50
